i,v
1869,1.87068
1870,1.51942
1871,1.22341
1872,1.04211
1873,1.01744
1874,1.01238
1875,1.0134
1876,1.13483
1877,1.37591
1878,1.65894
1879,1.51719
1880,1.44807
1881,1.2835
1882,1.10866
1883,1.10035
1884,1.06507
1885,1.04726
1886,1.03827
1887,1.12296
1888,1.51873
1889,1.75507
1890,1.84866
1891,2.08567
1892,2.14267
1893,1.87357
1894,1.5219
1895,1.22516
1896,1.04271
1897,1.01863
1898,1.01088
1899,1.00693
1900,1.11294
1901,1.34935
1902,1.62518
1903,1.49124
1904,1.43366
1905,1.27096
1906,1.10092
1907,1.09328
1908,1.06412
1909,1.05473
1910,1.04524
1911,1.11264
1912,1.49829
1913,1.75336
1914,1.86597
1915,2.10353
1916,2.14337
1917,1.86211
1918,1.50557
1919,1.20466
1920,1.01761
1921,0.993318
1922,0.983105
1923,0.983768
1924,1.09469
1925,1.32561
1926,1.59382
1927,1.46231
1928,1.4083
1929,1.2458
1930,1.07929
1931,1.08777
1932,1.07157
1933,1.08658
1934,1.10348
1935,1.17465
1936,1.55237
1937,1.78986
1938,1.89664
1939,2.12919
1940,2.16034
1941,1.88245
1942,1.52827
1943,1.22512
1944,1.03861
1945,1.01317
1946,1.00234
1947,0.996653
1948,1.10529
1949,1.33915
1950,1.61389
1951,1.4869
1952,1.43222
1953,1.29653
1954,1.14043
1955,1.12363
1956,1.08308
1957,1.06888
1958,1.05258
1959,1.11819
1960,1.50425
1961,1.75483
1962,1.86699
1963,2.10968
1964,2.15965
1965,1.88669
1966,1.53533
1967,1.24371
1968,1.06912
1969,1.04779
1970,1.03729
1971,1.04434
1972,1.16341
1973,1.40368
1974,1.68407
1975,1.55208
1976,1.47638
1977,1.29556
1978,1.11513
1979,1.10645
1980,1.07079
1981,1.05118
1982,1.03865
1983,1.10579
1984,1.49195
1985,1.73948
1986,1.84958
1987,2.0862
1988,2.13261
1989,1.85902
1990,1.50491
1991,1.20576
1992,1.02298
1993,1.01077
1994,1.00408
1995,0.999526
1996,1.11487
1997,1.35274
1998,1.62032
1999,1.47713
2000,1.30339
2001,1.14215
2002,0.977121
2003,0.971588
2004,0.953274
2005,0.920976
2006,0.905969
2007,0.967176
2008,1.35239
2009,1.72937
2010,1.84932
2011,2.03494
2012,2.13782
2013,1.86102
2014,1.51184
2015,1.21732
2016,1.03634
2017,1.01078
2018,0.994754
2019,0.997071
2020,1.11382
2021,1.35572
2022,1.62722
2023,1.4218
2024,1.30289
2025,1.14511
2026,0.979847
2027,0.976894
2028,0.956552
2029,0.919756
2030,0.903979
2031,0.972058
2032,1.35918
2033,1.73609
2034,1.85606
2035,2.03254
2036,2.12522
2037,1.84452
2038,1.48714
2039,1.18531
2040,1.00239
2041,0.975983
2042,0.963537
2043,0.962315
2044,1.07452
2045,1.31096
2046,1.58778
2047,1.40555
2048,1.40987
2049,1.26207
2050,1.10899
2051,1.11677
2052,1.09348
2053,1.07998
2054,1.06966
2055,1.13956
2056,1.52793
2057,1.78713
2058,1.8922
2059,2.0718
2060,2.16951
2061,1.89185
2062,1.54182
2063,1.24549
2064,1.06116
2065,1.0389
2066,1.02638
2067,1.01374
2068,1.11386
2069,1.34497
2070,1.62099
2071,1.427
2072,1.41654
2073,1.25085
2074,1.08618
2075,1.089
2076,1.05776
2077,1.04336
2078,1.0345
2079,1.10446
2080,1.49263
2081,1.74273
2082,1.85452
2083,2.03728
2084,2.13426
2085,1.85932
2086,1.50765
2087,1.20871
2088,1.02038
2089,0.991989
2090,0.982128
2091,0.982532
2092,1.09559
2093,1.33401
2094,1.61277
2095,1.42308
2096,1.41372
2097,1.24756
2098,1.08513
2099,1.09178
2100,1.06558
2101,1.05262
2102,1.04156
2103,1.10823
2104,1.49447
2105,1.74344
2106,1.85556
2107,2.03789
2108,2.13304
2109,1.85384
2110,1.50143
2111,1.19991
2112,1.0147
2113,0.990165
2114,0.97875
2115,0.977264
2116,1.09546
2117,1.33912
2118,1.61836
2119,1.42403
2120,1.41611
2121,1.25465
2122,1.08357
2123,1.08085
2124,1.05238
2125,1.04102
2126,1.03301
2127,1.10379
2128,1.49169
2129,1.73948
2130,1.85002
2131,2.03193
2132,2.12871
2133,1.84979
2134,1.49524
2135,1.1935
2136,1.00564
2137,0.978055
2138,0.965413
2139,0.960191
2140,1.07255
2141,1.31321
2142,1.58976
2143,1.40532
2144,1.40498
2145,1.24474
2146,1.10109
2147,1.1202
2148,1.09825
2149,1.07947
2150,1.06394
2151,1.13038
2152,1.5149
2153,1.76719
2154,1.88152
2155,2.06739
2156,2.16437
2157,1.88445
2158,1.5304
2159,1.23055
2160,1.04357
2161,1.01643
2162,1.00089
2163,0.991321
2164,1.09625
2165,1.32622
2166,1.59202
2167,1.39051
2168,1.27499
2169,1.12256
2170,0.967717
2171,0.975363
2172,0.966256
2173,0.94478
2174,0.939801
2175,1.01344
2176,1.40349
2177,1.77911
2178,1.89333
2179,2.06849
2180,2.16637
2181,1.88838
2182,1.53344
2183,1.23333
2184,1.05135
2185,1.02751
2186,1.01484
2187,1.01275
2188,1.12463
2189,1.36248
2190,1.58443
2191,1.43421
2192,1.30537
2193,1.13772
2194,0.970609
2195,0.962435
2196,0.94505
2197,0.918343
2198,0.907582
2199,0.978593
2200,1.36752
2201,1.74534
2202,1.86863
2203,2.05251
2204,2.15006
2205,1.87439
2206,1.52448
2207,1.22964
2208,1.04731
2209,1.02184
2210,1.01056
2211,1.00954
2212,1.12903
2213,1.37023
2214,1.58733
2215,1.44882
2216,1.43502
2217,1.26432
2218,1.09339
2219,1.08966
2220,1.0571
2221,1.04424
2222,1.03344
2223,1.10178
2224,1.48981
2225,1.74365
2226,1.85664
2227,2.04347
2228,2.14576
2229,1.86911
2230,1.51826
2231,1.22608
2232,1.05692
2233,1.03633
2234,1.03244
2235,1.02778
2236,1.14304
2237,1.3909
2238,1.611
2239,1.45851
2240,1.43516
2241,1.26446
2242,1.09469
2243,1.09198
2244,1.0574
2245,1.042
2246,1.03133
2247,1.10324
2248,1.49268
2249,1.7462
2250,1.85455
2251,2.021
2252,2.10935
2253,1.82485
2254,1.46877
2255,1.1672
2256,0.985386
2257,0.968126
2258,0.956481
2259,0.949398
2260,1.06357
2261,1.30284
2262,1.51329
2263,1.38038
2264,1.38281
2265,1.22682
2266,1.06786
2267,1.07987
2268,1.06907
2269,1.06449
2270,1.05537
2271,1.12647
2272,1.51109
2273,1.76566
2274,1.87946
2275,2.00343
2276,2.15101
2277,1.87119
2278,1.5203
2279,1.21951
2280,1.03161
2281,1.00734
2282,0.99668
2283,0.997723
2284,1.11254
2285,1.3487
2286,1.56628
2287,1.43191
2288,1.42143
2289,1.25194
2290,1.08488
2291,1.08573
2292,1.0567
2293,1.04396
2294,1.03391
2295,1.10345
2296,1.49122
2297,1.73985
2298,1.85085
2299,1.97794
2300,2.13491
2301,1.8578
2302,1.50554
2303,1.20448
2304,1.02212
2305,1.00125
2306,0.99967
2307,1.00015
2308,1.11056
2309,1.35698
2310,1.57657
2311,1.42934
2312,1.40869
2313,1.24069
2314,1.07795
2315,1.07735
2316,1.04758
2317,1.0386
2318,1.03188
2319,1.10478
2320,1.50023
2321,1.75081
2322,1.85396
2323,1.96424
2324,2.10967
2325,1.83175
2326,1.47699
2327,1.17811
2328,0.996414
2329,0.974502
2330,0.967396
2331,0.966526
2332,1.07839
2333,1.31545
2334,1.53403
2335,1.39241
2336,1.27625
2337,1.11786
2338,0.953864
2339,0.948874
2340,0.931704
2341,0.907714
2342,0.900097
2343,0.967362
2344,1.35606
2345,1.74055
2346,1.87423
2347,2.00818
2348,2.15976
2349,1.87763
2350,1.52315
2351,1.22638
2352,1.04036
2353,1.01284
2354,1.00704
2355,1.0031
2356,1.11098
2357,1.3472
2358,1.51043
2359,1.42139
2360,1.29791
2361,1.1363
2362,0.978298
2363,0.977408
2364,0.957565
2365,0.927659
2366,0.915905
2367,0.983484
2368,1.37109
2369,1.74884
2370,1.87164
2371,1.99834
2372,2.15327
2373,1.87583
2374,1.5253
2375,1.22934
2376,1.04512
2377,1.02243
2378,1.01657
2379,1.01504
2380,1.12558
2381,1.36434
2382,1.53768
2383,1.45298
2384,1.43296
2385,1.26339
2386,1.09029
2387,1.08656
2388,1.05701
2389,1.04508
2390,1.03483
2391,1.10319
2392,1.49016
2393,1.7439
2394,1.85723
2395,1.98623
2396,2.14089
2397,1.8618
2398,1.5091
2399,1.21017
2400,1.02879
2401,1.00939
2402,1.00101
2403,0.997639
2404,1.10853
2405,1.34698
2406,1.50742
2407,1.42153
2408,1.40705
2409,1.2392
2410,1.07512
2411,1.0744
2412,1.04894
2413,1.0405
2414,1.03226
2415,1.10282
2416,1.4908
2417,1.7387
2418,1.84751
2419,1.96778
2420,2.11985
2421,1.83868
2422,1.48412
2423,1.18366
2424,0.996394
2425,0.97746
2426,0.967889
2427,0.970295
2428,1.08827
2429,1.3258
2430,1.48814
2431,1.40603
2432,1.39004
2433,1.23252
2434,1.07125
2435,1.07387
2436,1.0769
2437,1.11455
2438,1.13829
2439,1.21462
2440,1.58403
2441,1.7996
2442,1.88259
2443,1.97508
2444,2.11034
2445,1.82683
2446,1.47047
2447,1.16978
2448,0.986062
2449,0.961054
2450,0.944378
2451,0.933785
2452,1.04376
2453,1.29488
2454,1.46933
2455,1.38589
2456,1.37366
2457,1.22038
2458,1.07177
2459,1.11249
2460,1.13077
2461,1.16745
2462,1.24067
2463,1.42673
2464,1.83721
2465,1.99617
2466,1.99141
2467,2.01561
2468,2.13483
2469,1.83691
2470,1.46777
2471,1.15615
2472,0.971358
2473,0.951493
2474,0.947013
2475,0.947143
2476,1.06251
2477,1.3043
2478,1.47517
2479,1.38944
2480,1.37791
2481,1.22477
2482,1.08232
2483,1.14181
2484,1.16881
2485,1.21608
2486,1.2532
2487,1.26044
2488,1.56754
2489,1.79314
2490,1.88827
2491,1.98669
2492,2.11835
2493,1.83398
2494,1.48509
2495,1.18875
2496,1.00389
2497,0.980261
2498,0.970699
2499,0.967455
2500,1.07884
2501,1.31819
2502,1.48319
2503,1.39577
2504,1.27457
2505,1.11596
2506,0.950954
2507,0.94739
2508,0.935693
2509,0.917893
2510,0.910985
2511,0.978557
2512,1.36457
2513,1.74158
2514,1.86056
2515,1.98488
2516,2.13907
2517,1.86228
2518,1.50796
2519,1.21212
2520,1.0292
2521,1.00707
2522,1.00223
2523,1.00158
2524,1.11103
2525,1.34939
2526,1.46065
2527,1.41414
2528,1.27842
2529,1.11454
2530,0.94503
2531,0.936909
2532,0.940123
2533,0.95363
2534,0.992546
2535,1.0408
2536,1.40027
2537,1.79837
2538,1.90331
2539,1.92893
2540,2.11794
2541,1.82536
2542,1.47011
2543,1.17571
2544,0.994586
2545,0.972944
2546,0.964096
2547,0.96517
2548,1.08298
2549,1.32366
2550,1.42906
2551,1.40472
2552,1.40144
2553,1.24882
2554,1.08987
2555,1.09273
2556,1.06689
2557,1.05439
2558,1.05048
2559,1.12516
2560,1.51401
2561,1.76783
2562,1.87585
2563,1.9426
2564,2.14905
2565,1.86868
2566,1.51725
2567,1.21953
2568,1.03363
2569,1.01364
2570,1.00984
2571,1.00421
2572,1.11187
2573,1.34758
2574,1.45548
2575,1.42764
2576,1.42907
2577,1.2718
2578,1.10137
2579,1.10327
2580,1.09133
2581,1.08353
2582,1.07205
2583,1.13343
2584,1.51256
2585,1.76481
2586,1.87553
2587,1.94522
2588,2.15633
2589,1.88153
2590,1.52986
2591,1.2332
2592,1.05057
2593,1.02791
2594,1.01958
2595,1.01927
2596,1.13255
2597,1.36797
2598,1.47105
2599,1.43936
2600,1.42489
2601,1.26016
2602,1.0909
2603,1.08775
2604,1.05912
2605,1.04635
2606,1.0354
2607,1.10481
2608,1.49386
2609,1.74584
2610,1.85686
2611,1.92895
2612,2.14161
2613,1.86453
2614,1.51157
2615,1.21589
2616,1.03377
2617,1.01175
2618,1.00295
2619,0.999086
2620,1.10991
2621,1.3456
2622,1.44979
2623,1.42111
2624,1.40751
2625,1.24263
2626,1.07662
2627,1.07822
2628,1.05096
2629,1.04102
2630,1.03217
2631,1.10281
2632,1.49137
2633,1.74225
2634,1.85325
2635,1.9234
2636,2.13524
2637,1.85938
2638,1.50912
2639,1.21157
2640,1.03063
2641,1.01119
2642,1.00314
2643,1.0001
2644,1.11127
2645,1.34739
2646,1.45512
2647,1.42373
2648,1.40668
2649,1.24238
2650,1.08227
2651,1.08643
2652,1.05702
2653,1.04498
2654,1.03587
2655,1.10559
2656,1.49395
2657,1.74706
2658,1.86175
2659,1.9354
2660,2.14875
2661,1.87396
2662,1.52226
2663,1.22469
2664,1.03792
2665,1.01036
2666,0.998134
2667,0.995744
2668,1.10782
2669,1.34739
2670,1.45568
2671,1.42421
2672,1.30495
2673,1.15043
2674,0.98549
2675,0.972478
2676,0.950779
2677,0.920444
2678,0.908688
2679,0.976451
2680,1.36196
2681,1.74215
2682,1.86469
2683,1.93247
2684,2.13953
2685,1.86083
2686,1.50926
2687,1.21418
2688,1.03134
2689,1.00566
2690,0.994204
2691,0.996001
2692,1.1111
2693,1.35029
2694,1.40164
2695,1.43509
2696,1.32579
2697,1.18046
2698,1.02143
2699,1.00214
2700,0.974443
2701,0.942561
2702,0.935866
2703,1.00327
2704,1.38396
2705,1.76109
2706,1.88379
2707,1.96548
2708,2.18401
2709,1.90297
2710,1.54854
2711,1.25294
2712,1.07135
2713,1.05439
2714,1.0458
2715,1.0504
2716,1.16809
2717,1.40427
2718,1.45222
2719,1.48656
2720,1.48148
2721,1.32226
2722,1.14423
2723,1.12106
2724,1.07943
2725,1.05929
2726,1.04367
2727,1.1101
2728,1.49886
2729,1.75915
2730,1.87243
2731,1.94468
2732,2.15771
2733,1.88474
2734,1.5351
2735,1.23729
2736,1.06751
2737,1.05326
2738,1.04697
2739,1.04613
2740,1.16126
2741,1.40349
2742,1.45347
2743,1.46486
2744,1.43931
2745,1.2742
2746,1.10219
2747,1.09634
2748,1.06231
2749,1.04672
2750,1.03509
2751,1.10424
2752,1.49347
2753,1.75211
2754,1.8667
2755,1.93739
2756,2.14551
2757,1.86596
2758,1.516
2759,1.21954
2760,1.03481
2761,1.0109
2762,1.00245
2763,1.00096
2764,1.11673
2765,1.35171
2766,1.39295
2767,1.4228
2768,1.41292
2769,1.26897
2770,1.12564
2771,1.12686
2772,1.08639
2773,1.06273
2774,1.0483
2775,1.11579
2776,1.50054
2777,1.75379
2778,1.86469
2779,1.93516
2780,2.14613
2781,1.87035
2782,1.51969
2783,1.22398
2784,1.04544
2785,1.02393
2786,1.01352
2787,1.00569
2788,1.11634
2789,1.36038
2790,1.40802
2791,1.42719
2792,1.40984
2793,1.2479
2794,1.08292
2795,1.07859
2796,1.04852
2797,1.03936
2798,1.03084
2799,1.10048
2800,1.48899
2801,1.74117
2802,1.85177
2803,1.86537
2804,2.13403
2805,1.85883
2806,1.50707
2807,1.20859
2808,1.02717
2809,1.00434
2810,0.996476
2811,1.0011
2812,1.12137
2813,1.35859
2814,1.40162
2815,1.42196
2816,1.4011
2817,1.23186
2818,1.06908
2819,1.07083
2820,1.05204
2821,1.05738
2822,1.04783
2823,1.11341
2824,1.5068
2825,1.76105
2826,1.85369
2827,1.85212
2828,2.10935
2829,1.82555
2830,1.47255
2831,1.17579
2832,0.988786
2833,0.963669
2834,0.956195
2835,0.957946
2836,1.07377
2837,1.30667
2838,1.3556
2839,1.37333
2840,1.23908
2841,1.07633
2842,0.925367
2843,0.962294
2844,1.04679
2845,1.13528
2846,1.20306
2847,1.3053
2848,1.6797
2849,2.00894
2850,2.05543
2851,1.93499
2852,2.12681
2853,1.82728
2854,1.46232
2855,1.16512
2856,0.982685
2857,0.960329
2858,0.951515
2859,0.949585
2860,1.06423
2861,1.30421
2862,1.35617
2863,1.38336
2864,1.26744
2865,1.11481
2866,0.951574
2867,0.949723
2868,0.935507
2869,0.908345
2870,0.89962
2871,0.971703
2872,1.36339
2873,1.74531
2874,1.86763
2875,1.8782
2876,2.14231
2877,1.86342
2878,1.50817
2879,1.20733
2880,1.02111
2881,0.99611
2882,0.984958
2883,0.979268
2884,1.09132
2885,1.32609
2886,1.31633
2887,1.40119
2888,1.39308
2889,1.23639
2890,1.07607
2891,1.0776
2892,1.04811
2893,1.03433
2894,1.02557
2895,1.09897
2896,1.48882
2897,1.74077
2898,1.85263
2899,1.86407
2900,2.12532
2901,1.84288
2902,1.48664
2903,1.18429
2904,0.995169
2905,0.966797
2906,0.951068
2907,0.94304
2908,1.05188
2909,1.28992
2910,1.28542
2911,1.37603
2912,1.37327
2913,1.22054
2914,1.06362
2915,1.06894
2916,1.04528
2917,1.03734
2918,1.02954
2919,1.10075
2920,1.49045
2921,1.74088
2922,1.84933
2923,1.85909
2924,2.12162
2925,1.84104
2926,1.48363
2927,1.17929
2928,0.989279
2929,0.960468
2930,0.948621
2931,0.94906
2932,1.06127
2933,1.2993
2934,1.29581
2935,1.38537
2936,1.38148
2937,1.23137
2938,1.07602
2939,1.07907
2940,1.05203
2941,1.04161
2942,1.03151
2943,1.10148
2944,1.49012
2945,1.73892
2946,1.84863
2947,1.86312
2948,2.13024
2949,1.85232
2950,1.49706
2951,1.19469
2952,1.00647
2953,0.979418
2954,0.96836
2955,0.96338
2956,1.07616
2957,1.31434
2958,1.30675
2959,1.39006
2960,1.3823
2961,1.23251
2962,1.0744
2963,1.07653
2964,1.04752
2965,1.03881
2966,1.03517
2967,1.10592
2968,1.49279
2969,1.74199
2970,1.84828
2971,1.8556
2972,2.12308
2973,1.84553
2974,1.4914
2975,1.19082
2976,1.0052
2977,0.979904
2978,0.968085
2979,0.963944
2980,1.07486
2981,1.31123
2982,1.30172
2983,1.39156
2984,1.38963
2985,1.23638
2986,1.08216
2987,1.08419
2988,1.05659
2989,1.04575
2990,1.03983
2991,1.11251
2992,1.50207
2993,1.75929
2994,1.86879
2995,1.87839
2996,2.14389
2997,1.86602
2998,1.51442
2999,1.21774
3000,1.03794
3001,1.01379
3002,1.00313
3003,1.00348
3004,1.11642
3005,1.35917
3006,1.34634
3007,1.41049
3008,1.27947
3009,1.11913
3010,0.953471
3011,0.96666
3012,0.955736
3013,0.939707
3014,0.931975
3015,0.989329
3016,1.37157
3017,1.74684
3018,1.86718
3019,1.88064
3020,2.14804
3021,1.87052
3022,1.52053
3023,1.22343
3024,1.03786
3025,1.02112
3026,1.01362
3027,1.01463
3028,1.13123
3029,1.37137
3030,1.35762
3031,1.41829
3032,1.28294
3033,1.11896
3034,0.951459
3035,0.946974
3036,0.930962
3037,0.902162
3038,0.892367
3039,0.962044
3040,1.35174
3041,1.73136
3042,1.85431
3043,1.86957
3044,2.13718
3045,1.85906
3046,1.50699
3047,1.20965
3048,1.02739
3049,1.00385
3050,0.992834
3051,0.994842
3052,1.11016
3053,1.34998
3054,1.34099
3055,1.41723
3056,1.39787
3057,1.23246
3058,1.06608
3059,1.06628
3060,1.0446
3061,1.0404
3062,1.03331
3063,1.10202
3064,1.49216
3065,1.74081
3066,1.84671
3067,1.79607
3068,2.1105
3069,1.83428
3070,1.48366
3071,1.18654
3072,1.0045
3073,0.978964
3074,0.966994
3075,0.966131
3076,1.07932
3077,1.31963
3078,1.31483
3079,1.38453
3080,1.36622
3081,1.21499
3082,1.06204
3083,1.09439
3084,1.17478
3085,1.22496
3086,1.1404
3087,1.19398
3088,1.5318
3089,1.76076
3090,1.85646
3091,1.79607
3092,2.10958
3093,1.82975
3094,1.47918
3095,1.17996
3096,0.995201
3097,0.970504
3098,0.9608
3099,0.960945
3100,1.07491
3101,1.31302
3102,1.24896
3103,1.38826
3104,1.37797
3105,1.22499
3106,1.06981
3107,1.07523
3108,1.04846
3109,1.04001
3110,1.03214
3111,1.10281
3112,1.49163
3113,1.74469
3114,1.858
3115,1.8163
3116,2.139
3117,1.86215
3118,1.50818
3119,1.2073
3120,1.02386
3121,1.00125
3122,0.996135
3123,0.996669
3124,1.111
3125,1.35055
3126,1.28487
3127,1.41564
3128,1.39699
3129,1.23759
3130,1.07606
3131,1.07352
3132,1.04605
3133,1.03939
3134,1.03113
3135,1.10076
3136,1.48834
3137,1.73879
3138,1.84855
3139,1.80446
3140,2.13021
3141,1.85668
3142,1.5062
3143,1.20878
3144,1.02724
3145,1.0023
3146,0.996049
3147,0.994299
3148,1.10672
3149,1.34312
3150,1.27557
3151,1.40477
3152,1.38542
3153,1.22861
3154,1.06723
3155,1.07093
3156,1.06674
3157,1.09397
3158,1.14796
3159,1.23754
3160,1.59359
3161,1.7911
3162,1.86296
3163,1.79641
3164,2.10964
3165,1.83062
3166,1.48119
3167,1.18506
3168,1.00285
3169,0.979529
3170,0.972069
3171,0.972285
3172,1.08495
3173,1.32288
3174,1.26007
3175,1.38749
3176,1.25738
3177,1.0911
3178,0.927488
3179,0.930432
3180,0.925444
3181,0.91738
3182,0.901898
3183,0.971217
3184,1.36574
3185,1.74671
3186,1.85762
3187,1.79754
3188,2.11106
3189,1.83576
3190,1.48648
3191,1.18973
3192,1.00652
3193,0.982414
3194,0.971581
3195,0.971183
3196,1.08752
3197,1.32757
3198,1.26005
3199,1.38638
3200,1.25942
3201,1.1
3202,0.934226
3203,0.934696
3204,0.924369
3205,0.89865
3206,0.890202
3207,0.961533
3208,1.35156
3209,1.73156
3210,1.85401
3211,1.80991
3212,2.13204
3213,1.85323
3214,1.49676
3215,1.19651
3216,1.01192
3217,0.987194
3218,0.979554
3219,0.978055
3220,1.08615
3221,1.32329
3222,1.26049
3223,1.40212
3224,1.39092
3225,1.22667
3226,1.07131
3227,1.07649
3228,1.04855
3229,1.03734
3230,1.02788
3231,1.09869
3232,1.48791
3233,1.7387
3234,1.84705
3235,1.80119
3236,2.12663
3237,1.85168
3238,1.49952
3239,1.20213
3240,1.01781
3241,0.996233
3242,0.988307
3243,0.985154
3244,1.09618
3245,1.33586
3246,1.26685
3247,1.39594
3248,1.37984
3249,1.22305
3250,1.06376
3251,1.07091
3252,1.0874
3253,1.16484
3254,1.23851
3255,1.25311
3256,1.58435
3257,1.8603
3258,1.91232
3259,1.80119
3260,2.10935
3261,1.82515
3262,1.47434
3263,1.17769
3264,0.995597
3265,0.971356
3266,0.960825
3267,0.958442
3268,1.06999
3269,1.31047
3270,1.24723
3271,1.38143
3272,1.3667
3273,1.2146
3274,1.06145
3275,1.09394
3276,1.11662
3277,1.22917
3278,1.40345
3279,1.46869
3280,1.70862
3281,1.84019
3282,1.88789
3283,1.80493
3284,2.10959
3285,1.83017
3286,1.48091
3287,1.18152
3288,0.999231
3289,0.974548
3290,0.963689
3291,0.96084
3292,1.07228
3293,1.31567
3294,1.25275
3295,1.39388
3296,1.38766
3297,1.23605
3298,1.0778
3299,1.08022
3300,1.05051
3301,1.03922
3302,1.03107
3303,1.10203
3304,1.49093
3305,1.74233
3306,1.85325
3307,1.81051
3308,2.1331
3309,1.85472
3310,1.50097
3311,1.20252
3312,1.01931
3313,0.996669
3314,0.986664
3315,0.98581
3316,1.0961
3317,1.33297
3318,1.26608
3319,1.40867
3320,1.40626
3321,1.24305
3322,1.07807
3323,1.08075
3324,1.05361
3325,1.04223
3326,1.03214
3327,1.10409
3328,1.49164
3329,1.74718
3330,1.86222
3331,1.81539
3332,2.13395
3333,1.85309
3334,1.49641
3335,1.19617
3336,1.01366
3337,0.983559
3338,0.968448
3339,0.964461
3340,1.08164
3341,1.32079
3342,1.25406
3343,1.39109
3344,1.27923
3345,1.12012
3346,0.952233
3347,0.947511
3348,0.933129
3349,0.906303
3350,0.894459
3351,0.96346
3352,1.35131
3353,1.73031
3354,1.8539
3355,1.81222
3356,2.07836
3357,1.85453
3358,1.49837
3359,1.19947
3360,1.01817
3361,0.994581
3362,0.986876
3363,0.988132
3364,1.09829
3365,1.33264
3366,1.2658
3367,1.39236
3368,1.26207
3369,1.10255
3370,0.942356
3371,0.942088
3372,0.927107
3373,0.902612
3374,0.893625
3375,0.962989
3376,1.35194
3377,1.73
3378,1.85169
3379,1.8095
3380,2.07774
3381,1.85859
3382,1.50516
3383,1.20839
3384,1.02869
3385,1.00299
3386,0.995746
3387,0.99917
3388,1.10981
3389,1.29108
3390,1.27689
3391,1.40382
3392,1.38468
3393,1.21801
3394,1.0571
3395,1.06375
3396,1.04366
3397,1.03816
3398,1.03161
3399,1.10174
3400,1.48866
3401,1.7387
3402,1.84671
3403,1.79622
3404,2.06154
3405,1.84532
3406,1.49215
3407,1.19334
3408,1.00831
3409,0.986074
3410,0.977651
3411,0.97393
3412,1.08472
3413,1.26528
3414,1.25871
3415,1.40239
3416,1.39595
3417,1.23531
3418,1.07512
3419,1.07827
3420,1.05316
3421,1.04391
3422,1.0337
3423,1.10116
3424,1.48836
3425,1.739
3426,1.84744
3427,1.80161
3428,2.06972
3429,1.84981
3430,1.49522
3431,1.19642
3432,1.01168
3433,0.983343
3434,0.972982
3435,0.96773
3436,1.07895
3437,1.26105
3438,1.24467
3439,1.38127
3440,1.37553
3441,1.22426
3442,1.06632
3443,1.07063
3444,1.04904
3445,1.04281
3446,1.03916
3447,1.1273
3448,1.54362
3449,1.82887
3450,1.92605
3451,1.80655
3452,2.0533
3453,1.82391
3454,1.46446
3455,1.16418
3456,0.975418
3457,0.952195
3458,0.945657
3459,0.942265
3460,1.05258
3461,1.23517
3462,1.23024
3463,1.37842
3464,1.37351
3465,1.22259
3466,1.0649
3467,1.07526
3468,1.07146
3469,1.06937
3470,1.05736
3471,1.1457
3472,1.6071
3473,1.91888
3474,2.03701
3475,1.91229
3476,2.09334
3477,1.83354
3478,1.46152
3479,1.1546
3480,0.97102
3481,0.946538
3482,0.933756
3483,0.929133
3484,1.03973
3485,1.22298
3486,1.22001
3487,1.36911
3488,1.3669
3489,1.21691
3490,1.0668
3491,1.11636
3492,1.13269
3493,1.17193
3494,1.20883
3495,1.22244
3496,1.57589
3497,1.83568
3498,1.95862
3499,1.88142
3500,2.09268
3501,1.8342
3502,1.46809
3503,1.17171
3504,0.987028
3505,0.96328
3506,0.952458
3507,0.947654
3508,1.05783
3509,1.2407
3510,1.23689
3511,1.37523
3512,1.25659
3513,1.10386
3514,0.944589
3515,0.944548
3516,0.934324
3517,0.908209
3518,0.901544
3519,0.971226
3520,1.35759
3521,1.73316
3522,1.8529
3523,1.80852
3524,2.07352
3525,1.85121
3526,1.49361
3527,1.19137
3528,1.00352
3529,0.977187
3530,0.966679
3531,0.963003
3532,1.07255
3533,1.25369
3534,1.249
3535,1.38684
3536,1.2685
3537,1.11137
3538,0.945682
3539,0.946747
3540,0.928327
3541,0.898075
3542,0.89174
3543,0.964302
3544,1.35178
3545,1.72863
3546,1.84767
3547,1.80379
3548,2.07259
3549,1.8515
3550,1.4948
3551,1.19423
3552,1.00579
3553,0.978814
3554,0.9653
3555,0.958146
3556,1.06747
3557,1.24469
3558,1.23383
3559,1.37031
3560,1.24556
3561,1.08641
3562,0.926864
3563,0.929428
3564,0.921473
3565,0.911108
3566,0.923031
3567,1.07769
3568,1.51688
3569,1.91404
3570,1.96706
3571,1.83384
3572,2.05708
3573,1.82441
3574,1.4719
3575,1.17399
3576,0.989399
3577,0.967296
3578,0.9553
3579,0.948767
3580,1.05828
3581,1.2386
3582,1.23189
3583,1.37967
3584,1.37686
3585,1.21818
3586,1.06027
3587,1.06588
3588,1.05054
3589,1.06225
3590,1.09278
3591,1.17229
3592,1.53861
3593,1.78591
3594,1.88164
3595,1.80834
3596,2.05452
3597,1.82662
3598,1.47352
3599,1.17506
3600,0.98967
3601,0.961449
3602,0.947483
3603,0.941488
3604,1.05078
3605,1.23105
3606,1.2245
3607,1.37462
3608,1.37572
3609,1.22434
3610,1.06808
3611,1.0714
3612,1.04633
3613,1.04566
3614,1.04048
3615,1.11401
3616,1.50337
3617,1.75597
3618,1.867
3619,1.80361
