"","index","usage","solar","rate","battery"
"669",669,2.15339,0,0.34301372,0
"670",670,1.87034,0,0.2662364,0
"671",671,1.51431,0,0.2662364,0
"672",672,1.21945,0,0.2662364,0
"673",673,1.03732,0,0.2662364,0
"674",674,1.01108,0,0.2662364,0
"675",675,1.00125,0,0.2662364,0
"676",676,0.995397,0,0.2662364,0
"677",677,1.10178,0,0.2662364,0
"678",678,1.33907,0,0.2662364,0
"679",679,1.61353,0,0.2662364,0
"680",680,1.53064,0.16142,0.2662364,0
"681",681,1.30623,1.04603,0.2662364,5
"682",682,1.15098,2.05573,0.2662364,5
"683",683,0.98487,2.65842,0.34301372,-5
"684",684,0.992257,3.03208,0.34301372,5
"685",685,0.995905,3.15974,0.34301372,5
"686",686,0.978873,2.94555,0.45828372,-5
"687",687,0.991946,2.57355,0.45828372,-5
"688",688,1.07526,1.87745,0.45828372,0
"689",689,1.46242,0.628902,0.45828372,0
"690",690,2.05758,0,0.45828372,0
"691",691,2.28469,0,0.45828372,0
"692",692,2.24058,0,0.34301372,0
"693",693,2.22127,0,0.34301372,0
"694",694,1.93942,0,0.2662364,0
"695",695,1.58855,0,0.2662364,0
"696",696,1.29221,0,0.2662364,0
"697",697,1.10714,0,0.2662364,0
"698",698,1.07665,0,0.2662364,0
"699",699,1.06146,0,0.2662364,0
"700",700,1.05838,0,0.2662364,0
"701",701,1.16567,0,0.2662364,0
"702",702,1.39338,0,0.2662364,0
"703",703,1.66023,0,0.2662364,0
"704",704,1.59117,0.182341,0.2662364,0
"705",705,1.48335,1.15062,0.2662364,0
"706",706,1.32427,2.03766,0.2662364,0
"707",707,1.15313,2.51321,0.2662364,0
"708",708,1.13696,2.87451,0.2662364,0
"709",709,1.09973,3.03493,0.2662364,0
"710",710,1.08592,2.36143,0.2662364,0
"711",711,1.07494,2.49468,0.2662364,0
"712",712,1.14078,1.88755,0.2662364,5
"713",713,1.53153,0.884286,0.2662364,5
"714",714,2.02443,0,0.34301372,-5
"715",715,2.25338,0,0.34301372,-5
"716",716,2.20947,0,0.34301372,0
"717",717,2.19176,0,0.2662364,0
"718",718,1.90992,0,0.2662364,0
"719",719,1.5616,0,0.2662364,0
"720",720,1.2681,0,0.2662364,0
