i,v
2367,1.00967
2368,2.03301
2369,1.54089
2370,0.63182
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0.141257
2384,0.586474
2385,1.87439
2386,2.70384
2387,2.49772
2388,2.52915
2389,0.841282
2390,0.596092
2391,0.519772
2392,0.709591
2393,0.411559
2394,0.342928
2395,0
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0
2405,0
2406,0
2407,0.167254
2408,0.269492
2409,0.386232
2410,0.438624
2411,1.36702
2412,0.923371
2413,0.985208
2414,0.845894
2415,1.01779
2416,0.591091
2417,0.572998
2418,0.0945491
2419,0
2420,0
2421,0
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,0
2431,0.239168
2432,1.12284
2433,2.07343
2434,2.87331
2435,3.39594
2436,3.5853
2437,3.57191
2438,3.40962
2439,3.09983
2440,2.36856
2441,1.52074
2442,0.624496
2443,0
2444,0
2445,0
2446,0
2447,0
2448,0
2449,0
2450,0
2451,0
2452,0
2453,0
2454,0
2455,0.260862
2456,0.615033
2457,1.86309
2458,2.76496
2459,3.01144
2460,3.60447
2461,3.69898
2462,3.48385
2463,2.9726
2464,2.30535
2465,1.52258
2466,0.644317
2467,0
2468,0
2469,0
2470,0
2471,0
2472,0
2473,0
2474,0
2475,0
2476,0
2477,0
2478,0
2479,0.250032
2480,1.11546
2481,1.99749
2482,2.66643
2483,3.2232
2484,3.4324
2485,3.53299
2486,3.26696
2487,2.67976
2488,2.22351
2489,1.44826
2490,0.579165
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,0
2499,0
2500,0
2501,0
2502,0
2503,0.262937
2504,1.01298
2505,1.49839
2506,2.73237
2507,3.28645
2508,3.53417
2509,3.45085
2510,3.01296
2511,2.58007
2512,1.52545
2513,1.07864
2514,0.633608
2515,0
2516,0
2517,0
2518,0
2519,0
2520,0
2521,0
2522,0
2523,0
2524,0
2525,0
2526,0
2527,0.260914
2528,1.10146
2529,2.00829
2530,2.74361
2531,3.10416
2532,3.39412
2533,3.40238
2534,3.38565
2535,3.02103
2536,2.36673
2537,1.51523
2538,0.591522
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,0
2547,0
2548,0
2549,0
2550,0
2551,0.267914
2552,1.06055
2553,2.01952
2554,2.68031
2555,3.18003
2556,3.51621
2557,3.56362
2558,3.42122
2559,3.02614
2560,2.35547
2561,1.48389
2562,0.619018
2563,0
2564,0
2565,0
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0
2574,0
2575,0.285708
2576,1.17623
2577,2.0799
2578,2.82396
2579,3.30556
2580,3.59897
2581,3.72553
2582,3.54837
2583,3.01715
2584,2.35853
2585,1.40394
2586,0.681951
2587,0.00453266
2588,0
2589,0
2590,0
2591,0
2592,0
2593,0
2594,0
2595,0
2596,0
2597,0
2598,0
2599,0.286115
2600,0.921297
2601,2.11174
2602,2.85141
2603,3.41815
2604,3.72942
2605,3.717
2606,3.47463
2607,3.02942
2608,2.36831
2609,1.53781
2610,0.584213
2611,0.00121277
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,0
2622,0
2623,0.294066
2624,1.04125
2625,1.8966
2626,2.80856
2627,3.29251
2628,3.50346
2629,3.62524
2630,3.49017
2631,2.34588
2632,2.24553
2633,1.3006
2634,0.668928
2635,0.00883589
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0
2643,0
2644,0
2645,0
2646,0
2647,0.309916
2648,1.22869
2649,2.20114
2650,2.86818
2651,3.47471
2652,3.78423
2653,3.88014
2654,3.58777
2655,3.07907
2656,2.43398
2657,1.54207
2658,0.648836
2659,0.0117671
2660,0
2661,0
2662,0
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0
2669,0
2670,0
2671,0.314505
2672,1.26522
2673,2.27049
2674,2.91487
2675,3.52345
2676,3.79843
2677,3.84292
2678,3.62883
2679,3.05294
2680,2.39098
2681,1.50093
2682,0.631501
2683,0.0115939
2684,0
2685,0
2686,0
2687,0
2688,0
2689,0
2690,0
2691,0
2692,0
2693,0
2694,0
2695,0.320442
2696,1.23203
2697,2.18307
2698,2.88391
2699,3.40217
2700,3.68193
2701,3.64435
2702,3.44411
2703,2.9324
2704,2.2932
2705,1.46308
2706,0.63388
2707,0.0162483
2708,0
2709,0
2710,0
2711,0
2712,0
2713,0
2714,0
2715,0
2716,0
2717,0
2718,0
2719,0.345232
2720,1.24221
2721,2.09469
2722,2.76352
2723,3.2209
2724,3.49231
2725,3.6261
2726,3.53223
2727,2.96486
2728,2.28762
2729,1.50384
2730,0.642173
2731,0.0220171
2732,0
2733,0
2734,0
2735,0
2736,0
2737,0
2738,0
2739,0
2740,0
2741,0
2742,0
2743,0.354494
2744,0.968567
2745,0.975417
2746,1.50284
2747,1.77206
2748,3.16681
2749,3.6282
2750,3.54861
2751,3.00337
2752,2.40126
2753,1.47566
2754,0.646293
2755,0.0237122
2756,0
2757,0
2758,0
2759,0
2760,0
2761,0
2762,0
2763,0
2764,0
2765,0
2766,0
2767,0.289037
2768,0.97958
2769,2.06458
2770,2.90102
2771,3.37894
2772,3.32145
2773,3.40706
2774,3.39625
2775,2.77805
2776,2.29879
2777,1.44792
2778,0.642599
2779,0.02699
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0.010545
2791,0.37136
2792,1.33361
2793,2.21209
2794,2.95555
2795,3.51981
2796,3.83778
2797,3.84356
2798,3.61383
2799,3.12446
2800,2.41215
2801,1.55974
2802,0.665744
2803,0.0308952
2804,0
2805,0
2806,0
2807,0
2808,0
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0.0175313
2815,0.384143
2816,1.33992
2817,2.25189
2818,2.98396
2819,3.58238
2820,3.84832
2821,3.86077
2822,3.57257
2823,3.09588
2824,2.42362
2825,1.53084
2826,0.67974
2827,0.0357931
2828,0
2829,0
2830,0
2831,0
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0.0176015
2839,0.38058
2840,1.31876
2841,2.20179
2842,2.97712
2843,3.42966
2844,3.73702
2845,3.63603
2846,3.56908
2847,2.92599
2848,2.35866
2849,1.52327
2850,0.654591
2851,0.0390755
2852,0
2853,0
2854,0
2855,0
2856,0
2857,0
2858,0
2859,0
2860,0
2861,0
2862,0.0158877
2863,0.390783
2864,1.29235
2865,2.04988
2866,2.88863
2867,3.40848
2868,3.60708
2869,3.67585
2870,3.41119
2871,3.01787
2872,2.33899
2873,1.00683
2874,0.582349
2875,0.0398903
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,0
2885,0
2886,0.0140381
2887,0.392609
2888,1.25553
2889,1.51713
2890,1.83394
2891,2.28101
2892,2.48459
2893,2.497
2894,2.34755
2895,2.07471
2896,1.65126
2897,1.13531
2898,0.548218
2899,0.0504072
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,0
2908,0
2909,0
2910,0.00795557
2911,0.146071
2912,0.21237
2913,0.338278
2914,1.98508
2915,3.0079
2916,3.30051
2917,2.20503
2918,1.4381
2919,1.26421
2920,1.49819
2921,1.01008
2922,0.517267
2923,0.0546401
2924,0
2925,0
2926,0
2927,0
2928,0
2929,0
2930,0
2931,0
2932,0
2933,0
2934,0.012919
2935,0.133868
2936,0.658594
2937,0.513165
2938,1.93493
2939,1.64523
2940,3.28473
2941,0.927403
2942,3.18428
2943,1.78302
2944,1.83773
2945,1.32312
2946,0.532644
2947,0.0575011
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,0
2957,0
2958,0.0304082
2959,0.422577
2960,1.31937
2961,1.92935
2962,2.76411
2963,3.47321
2964,3.73514
2965,3.6389
2966,3.59068
2967,3.11895
2968,2.35794
2969,1.49493
2970,0.708247
2971,0.0644734
2972,0
2973,0
2974,0
2975,0
2976,0
2977,0
2978,0
2979,0
2980,0
2981,0
2982,0.0339294
2983,0.427199
2984,1.28949
2985,2.18419
2986,2.84428
2987,3.25932
2988,3.48365
2989,3.48283
2990,3.29604
2991,2.90587
2992,2.30243
2993,1.49982
2994,0.709825
2995,0.0680555
2996,0
2997,0
2998,0
2999,0
3000,0
3001,0
3002,0
3003,0
3004,0
3005,0
3006,0.0408876
3007,0.429343
3008,1.30604
3009,2.20904
3010,2.94535
3011,3.41379
3012,3.72444
3013,3.67879
3014,3.53495
3015,2.72838
3016,2.40401
3017,1.52721
3018,0.710828
3019,0
3020,0
3021,0
3022,0
3023,0
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0.0437018
3031,0.437116
3032,1.31658
3033,2.19737
3034,2.94397
3035,3.44003
3036,3.6993
3037,3.7134
3038,3.51535
3039,3.01486
3040,2.3611
3041,1.46837
3042,0.711535
3043,0
3044,0
3045,0
3046,0
3047,0
3048,0
3049,0
3050,0
3051,0
3052,0
3053,0
3054,0.0507677
3055,0.448162
3056,1.33756
3057,2.24624
3058,2.92378
3059,3.50957
3060,3.78042
3061,3.767
3062,3.50446
3063,2.95898
3064,2.37756
3065,1.48255
3066,0.659685
3067,0
3068,0
3069,0
3070,0
3071,0
3072,0
3073,0
3074,0
3075,0
3076,0
3077,0
3078,0.054982
3079,0.448139
3080,1.339
3081,2.26949
3082,2.91203
3083,3.46174
3084,3.68486
3085,3.58956
3086,3.39344
3087,2.96829
3088,2.25453
3089,1.48204
3090,0.708777
3091,0
3092,0
3093,0
3094,0
3095,0
3096,0
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0.0617529
3103,0.447413
3104,1.26328
3105,2.19671
3106,2.82663
3107,3.40068
3108,3.57802
3109,3.58068
3110,3.51278
3111,2.90309
3112,2.27409
3113,1.43582
3114,0.661076
3115,0
3116,0
3117,0
3118,0
3119,0
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0.0454905
3127,0.476449
3128,1.32045
3129,2.19123
3130,2.87768
3131,3.34061
3132,3.52227
3133,3.66733
3134,3.48173
3135,2.97605
3136,2.32948
3137,1.46206
3138,0.719373
3139,0
3140,0
3141,0
3142,0
3143,0
3144,0
3145,0
3146,0
3147,0
3148,0
3149,0
3150,0.0489696
3151,0.410197
3152,1.29044
3153,2.09986
3154,2.84906
3155,3.44911
3156,3.68247
3157,3.79377
3158,3.48842
3159,2.95438
3160,2.31599
3161,1.42833
3162,0.730433
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0
3169,0
3170,0
3171,0
3172,0
3173,0
3174,0.0728738
3175,0.469
3176,1.33868
3177,2.26393
3178,2.92976
3179,3.4659
3180,3.78694
3181,3.7465
3182,3.494
3183,2.93297
3184,2.36083
3185,1.48283
3186,0.72385
3187,0
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0
3197,0
3198,0.0748873
3199,0.467342
3200,1.3782
3201,2.3163
3202,2.97084
3203,3.45814
3204,3.64882
3205,3.74375
3206,3.55161
3207,3.08382
3208,2.454
3209,1.57113
3210,0.736188
3211,0
3212,0
3213,0
3214,0
3215,0
3216,0
3217,0
3218,0
3219,0
3220,0
3221,0
3222,0.0790173
3223,0.473537
3224,1.31952
3225,2.23943
3226,2.87621
3227,3.40321
3228,3.708
3229,3.86305
3230,3.55176
3231,2.91469
3232,2.34083
3233,1.51786
3234,0.733449
3235,0
3236,0
3237,0
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0
3244,0
3245,0
3246,0.0810729
3247,0.488615
3248,1.33182
3249,2.1598
3250,2.81522
3251,3.32013
3252,3.63101
3253,3.76978
3254,3.44672
3255,3.03719
3256,2.36167
3257,1.53581
3258,0.738665
3259,0
3260,0
3261,0
3262,0
3263,0
3264,0
3265,0
3266,0
3267,0
3268,0
3269,0
3270,0.0864531
3271,0.466963
3272,1.36266
3273,2.15688
3274,2.88921
3275,3.35977
3276,3.63478
3277,3.69627
3278,3.48899
3279,3.04186
3280,2.42671
3281,1.51532
3282,0.731697
3283,0
3284,0
3285,0
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,0
3293,0
3294,0.048197
3295,0.30617
3296,1.21982
3297,1.90549
3298,1.63364
3299,2.89567
3300,3.43707
3301,3.69516
3302,3.52769
3303,3.11182
3304,2.44916
3305,1.52341
3306,0.73299
3307,0
3308,0
3309,0
3310,0
3311,0
3312,0
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0.0759081
3319,0.431863
3320,1.00755
3321,2.10094
3322,2.57038
3323,3.21316
3324,3.48226
3325,3.66922
3326,3.3296
3327,2.83789
3328,2.26461
3329,1.35453
3330,0.465937
3331,0
3332,0
3333,0
3334,0
3335,0
3336,0
3337,0
3338,0
3339,0
3340,0
3341,0
3342,0.0287787
3343,0.283029
3344,0.755288
3345,0.876888
3346,1.83004
3347,2.33715
3348,3.34868
3349,3.56735
3350,3.36731
3351,2.95196
3352,2.30893
3353,1.50368
3354,0.753565
3355,0
3356,0
3357,0
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0.0983747
3367,0.492066
3368,1.34421
3369,2.17184
3370,2.86759
3371,3.32903
3372,3.49218
3373,3.5539
3374,3.36971
3375,2.9436
3376,2.38106
3377,1.61218
3378,0.742411
3379,0
3380,0
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0.107103
3391,0.48146
3392,1.37102
3393,2.06304
3394,2.74354
3395,3.25065
3396,3.57607
3397,3.56496
3398,3.36757
3399,2.92128
3400,2.29264
3401,1.48176
3402,0.726416
3403,0
3404,0
3405,0
3406,0
3407,0
3408,0
3409,0
3410,0
3411,0
3412,0
3413,0
3414,0.102973
3415,0.500555
3416,1.35067
3417,2.1663
3418,2.55026
3419,3.07813
3420,3.35498
3421,3.39202
3422,3.24509
3423,2.87168
3424,2.30826
3425,1.54053
3426,0.73948
3427,0
3428,0
3429,0
3430,0
3431,0
3432,0
3433,0
3434,0
3435,0
3436,0
3437,0
3438,0.10029
3439,0.2241
3440,0.675657
3441,2.14021
3442,2.78423
3443,3.31327
3444,3.53276
3445,3.66067
3446,3.44275
3447,2.9922
3448,2.34884
3449,1.57454
3450,0.752942
3451,0
3452,0
3453,0
3454,0
3455,0
3456,0
3457,0
3458,0
3459,0
3460,0
3461,0
3462,0.0734498
3463,0.411461
3464,1.30956
3465,2.23482
3466,2.82855
3467,3.31829
3468,3.52495
3469,3.57034
3470,3.33216
3471,2.91885
3472,2.25972
3473,1.55049
3474,0.748508
3475,0
3476,0
3477,0
3478,0
3479,0
3480,0
3481,0
3482,0
3483,0
3484,0
3485,0
3486,0.0520601
3487,0.225285
3488,0.610205
3489,1.53423
3490,2.73971
3491,3.24136
3492,3.50167
3493,3.50088
3494,3.32756
3495,2.88571
3496,2.35024
3497,1.49767
3498,0.749575
3499,0
3500,0
3501,0
3502,0
3503,0
3504,0
3505,0
3506,0
3507,0
3508,0
3509,0
3510,0.024644
3511,0.289205
3512,0.528055
3513,1.05855
3514,2.71622
3515,3.21176
3516,3.51318
3517,3.68634
3518,3.39171
3519,2.95778
3520,2.41562
3521,1.5772
3522,0.774247
3523,0
3524,0
3525,0
3526,0
3527,0
3528,0
3529,0
3530,0
3531,0
3532,0
3533,0
3534,0.0599314
3535,0.396458
3536,1.25604
3537,2.09584
3538,2.80446
3539,3.4325
3540,3.74196
3541,3.70588
3542,3.49853
3543,3.00789
3544,2.31791
3545,1.59841
3546,0.75334
3547,0.299455
3548,0
3549,0
3550,0
3551,0
3552,0
3553,0
3554,0
3555,0
3556,0
3557,0
3558,0.0524534
3559,0.332701
3560,0.640449
3561,0.742027
3562,0.913514
3563,0.72826
3564,0.846339
3565,2.57956
3566,3.25585
3567,2.79805
3568,2.28628
3569,1.4602
3570,0.764409
3571,0.275289
3572,0
3573,0
3574,0
3575,0
3576,0
3577,0
3578,0
3579,0
3580,0
3581,0
3582,0.113921
3583,0.498148
3584,1.33476
3585,2.20007
3586,2.90444
3587,3.28978
3588,3.59028
3589,3.73807
3590,3.48544
3591,3.08147
3592,2.41185
3593,1.60461
3594,0.767411
3595,0.286078
3596,0
3597,0
3598,0
3599,0
3600,0
3601,0
3602,0
3603,0
3604,0
3605,0
3606,0.111926
3607,0.510941
3608,1.31228
3609,2.14346
3610,2.75214
3611,3.33911
3612,3.67093
3613,3.74005
3614,3.41292
3615,3.01316
3616,2.40877
3617,1.57724
3618,0.734198
3619,0.283291
3620,0
3621,0
3622,0
3623,0
3624,0
3625,0
3626,0
3627,0
3628,0
3629,0
3630,0.120926
3631,0.488249
3632,1.33285
3633,2.1628
3634,2.75269
3635,3.24047
3636,3.54075
3637,3.55019
3638,3.31119
3639,2.9516
3640,2.30414
3641,1.53103
3642,0.76352
3643,0.30227
3644,0
3645,0
3646,0
3647,0
3648,0
3649,0
3650,0
3651,0
3652,0
3653,0
3654,0.121497
3655,0.490764
3656,1.33476
3657,2.18099
3658,2.84014
3659,3.31237
3660,3.53393
3661,3.5786
3662,3.41136
3663,2.95237
3664,2.36931
3665,1.59435
3666,0.771536
3667,0.294338
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0.119788
3679,0.493161
3680,1.29973
3681,2.03216
3682,2.70152
3683,3.26832
3684,3.53674
3685,3.58571
3686,3.42398
3687,3.01702
3688,2.35069
3689,1.56714
3690,0.803424
3691,0.290938
3692,0
3693,0
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,0
3701,0
3702,0.121305
3703,0.504343
3704,1.34747
3705,2.12016
3706,2.76443
3707,3.11858
3708,3.4398
3709,3.58833
3710,3.44672
3711,2.99282
3712,2.39133
3713,1.54534
3714,0.799922
3715,0.285492
3716,0
3717,0
3718,0
3719,0
3720,0
3721,0
3722,0
3723,0
3724,0
3725,0
3726,0.124676
3727,0.513877
3728,1.36026
3729,2.21199
3730,2.88341
3731,3.31156
3732,3.67268
3733,3.68787
3734,3.38217
3735,3.04771
3736,2.42923
3737,1.60839
3738,0.802778
3739,0.288503
3740,0
3741,0
3742,0
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0.118837
3751,0.501595
3752,1.38222
3753,2.21965
3754,2.86143
3755,2.92901
3756,3.68914
3757,3.65808
3758,3.52209
3759,3.00932
3760,2.34969
3761,1.59085
3762,0.824388
3763,0.292628
3764,0
3765,0
3766,0
3767,0
3768,0
3769,0
3770,0
3771,0
3772,0
3773,0
3774,0.129406
3775,0.490202
3776,1.36887
3777,2.18772
3778,2.79593
3779,3.37594
3780,3.64234
3781,3.67703
3782,3.37061
3783,2.99559
3784,2.36779
3785,1.61644
3786,0.786665
3787,0.289515
3788,0
3789,0
3790,0
3791,0
3792,0
3793,0
3794,0
3795,0
3796,0
3797,0
3798,0.0203829
3799,0.373402
3800,0.824285
3801,0.547717
3802,1.81131
3803,2.099
3804,1.44154
3805,2.18463
3806,1.31069
3807,0.562331
3808,0.968965
3809,0.936571
3810,0.287066
3811,0.144984
3812,0
3813,0
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,0
3822,0.0935283
3823,0.432762
3824,0.872383
3825,1.8322
3826,0.962451
3827,0.893394
3828,0.795276
3829,0.729253
3830,1.3627
3831,1.77922
3832,1.07454
3833,1.60029
3834,0.819204
3835,0.297559
3836,0
3837,0
3838,0
3839,0
3840,0
3841,0
3842,0
3843,0
3844,0
3845,0
3846,0.0867153
3847,0.539453
3848,1.29711
3849,2.09897
3850,2.7334
3851,3.25316
3852,3.56809
3853,3.59577
3854,3.37426
3855,2.90121
3856,2.29895
3857,1.60713
3858,0.746878
3859,0.293799
3860,0
3861,0
3862,0
3863,0
3864,0
3865,0
3866,0
3867,0
3868,0
3869,0
3870,0.11954
3871,0.481511
3872,1.32769
3873,2.02795
3874,2.7356
3875,3.21196
3876,3.57308
3877,3.58925
3878,3.41613
3879,2.92382
3880,2.33595
3881,1.58111
3882,0.811305
3883,0.288452
3884,0
3885,0
3886,0
3887,0
3888,0
3889,0
3890,0
3891,0
3892,0
3893,0
3894,0.125786
3895,0.483558
3896,1.31936
3897,2.13253
3898,2.80725
3899,3.28679
3900,3.55259
3901,3.5648
3902,3.33105
3903,2.97408
3904,2.38108
3905,1.59107
3906,0.795693
3907,0.288658
3908,0
3909,0
3910,0
3911,0
3912,0
3913,0
3914,0
3915,0
3916,0
3917,0
3918,0.124232
3919,0.472474
3920,1.26283
3921,2.05778
3922,2.70448
3923,3.13128
3924,3.34533
3925,3.47351
3926,3.28925
3927,2.83553
3928,2.27944
3929,1.5804
3930,0.794691
3931,0.282327
3932,0
3933,0
3934,0
3935,0
3936,0
3937,0
3938,0
3939,0
3940,0
3941,0
3942,0.130614
3943,0.480261
3944,1.33106
3945,2.03885
3946,2.50016
3947,2.96455
3948,3.18802
3949,3.28523
3950,3.08574
3951,2.74855
3952,2.25725
3953,1.55873
3954,0.816348
3955,0.312328
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,0
3965,0
3966,0.133138
3967,0.491597
3968,1.27533
3969,2.12333
3970,2.74051
3971,3.18981
3972,3.46312
3973,3.56353
3974,3.37527
3975,2.98538
3976,2.38138
3977,1.46673
3978,0.351867
3979,0.336176
3980,0
3981,0
3982,0
3983,0
3984,0
3985,0
3986,0
3987,0
3988,0
3989,0
3990,0.113729
3991,0.37262
3992,1.05238
3993,1.16659
3994,1.37555
3995,1.08134
3996,1.83983
3997,1.74558
3998,2.07372
3999,1.54904
4000,0.902295
4001,1.22618
4002,0.318242
4003,0.195925
4004,0
4005,0
4006,0
4007,0
4008,0
4009,0
4010,0
4011,0
4012,0
4013,0
4014,0.0746953
4015,0.26105
4016,1.28366
4017,1.89542
4018,2.76461
4019,2.27839
4020,2.53127
4021,1.99971
4022,2.13773
4023,2.68015
4024,2.41802
4025,1.63612
4026,0.842425
4027,0.306283
4028,0
4029,0
4030,0
4031,0
4032,0
4033,0
4034,0
4035,0
4036,0
4037,0
4038,0.0672923
4039,0.471439
4040,0.460337
4041,1.46672
4042,0.732615
4043,0.870145
4044,1.01124
4045,2.95655
4046,0.670502
4047,0.652638
4048,0.786211
4049,1.33078
4050,0.837428
4051,0.307392
4052,0
4053,0
4054,0
4055,0
4056,0
4057,0
4058,0
4059,0
4060,0
4061,0
4062,0.133086
4063,0.462332
4064,1.28729
4065,2.11937
4066,2.70796
4067,3.09337
4068,3.02226
4069,2.51305
4070,1.28007
4071,2.27479
4072,1.66825
4073,1.59735
4074,0.837929
4075,0.299713
4076,0
4077,0
4078,0
4079,0
4080,0
4081,0
4082,0
4083,0
4084,0
4085,0
4086,0.134247
4087,0.462622
4088,1.30563
4089,2.12194
4090,2.85441
4091,3.23864
4092,3.55536
4093,3.56887
4094,3.45645
4095,2.99802
4096,2.39234
4097,1.60996
4098,0.847842
4099,0.299039
4100,0
4101,0
4102,0
4103,0
4104,0
4105,0
4106,0
4107,0
4108,0
4109,0
4110,0.126385
4111,0.472273
4112,1.16512
4113,1.80931
4114,2.25033
4115,3.34403
4116,3.54938
4117,3.63154
4118,3.43849
4119,3.07727
4120,2.38864
4121,1.63599
4122,0.826523
4123,0.30618
4124,0
4125,0
4126,0
4127,0
4128,0
4129,0
4130,0
4131,0
4132,0
4133,0
4134,0.131349
4135,0.453969
4136,1.2941
4137,2.1218
4138,2.77794
4139,3.23413
4140,3.57903
4141,3.57526
4142,3.42812
4143,3.01211
4144,2.40924
4145,1.61061
4146,0.811927
4147,0.305355
4148,0
4149,0
4150,0
4151,0
4152,0
4153,0
4154,0
4155,0
4156,0
4157,0
4158,0.114515
4159,0.471069
4160,1.17704
4161,1.93941
4162,2.65625
4163,3.25368
4164,3.45185
4165,3.64042
4166,3.42874
4167,2.99655
4168,2.36397
4169,1.58873
4170,0.815369
4171,0.302818
4172,0
4173,0
4174,0
4175,0
4176,0
4177,0
4178,0
4179,0
4180,0
4181,0
4182,0.117657
4183,0.472713
4184,1.25973
4185,1.97865
4186,2.62438
4187,3.12866
4188,3.45349
4189,3.56155
4190,3.35231
4191,2.99917
4192,2.42382
4193,1.6156
4194,0.803766
4195,0.299863
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,0.0429994
4207,0.410567
4208,0.467454
4209,0.810471
4210,2.3367
4211,2.99926
4212,3.39481
4213,3.51485
4214,3.33581
4215,2.96512
4216,2.37946
4217,1.59946
4218,0.832694
4219,0.303169
4220,0
4221,0
4222,0
4223,0
4224,0
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0.1219
4231,0.467202
4232,1.25819
4233,1.95301
4234,2.60851
4235,3.06886
4236,3.51274
4237,3.49491
4238,3.33306
4239,2.95516
4240,2.31914
4241,1.66121
4242,0.85142
4243,0.310717
4244,0
4245,0
4246,0
4247,0
4248,0
4249,0
4250,0
4251,0
4252,0
4253,0
4254,0.088195
4255,0.340985
4256,1.14153
4257,2.06559
4258,2.70737
4259,3.10967
4260,3.51921
4261,3.60382
4262,3.367
4263,2.9805
4264,2.41609
4265,1.60907
4266,0.814817
4267,0.299282
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,0
4278,0.108938
4279,0.473603
4280,1.09098
4281,1.71036
4282,2.17337
4283,2.4841
4284,2.65319
4285,2.74361
4286,2.62871
4287,2.37397
4288,1.95587
4289,1.41562
4290,0.749233
4291,0.310075
4292,0
4293,0
4294,0
4295,0
4296,0
4297,0
4298,0
4299,0
4300,0
4301,0
4302,0.107665
4303,0.442333
4304,1.2518
4305,2.04983
4306,2.67118
4307,3.08048
4308,3.34563
4309,3.42554
4310,3.22458
4311,2.9419
4312,2.31801
4313,1.58219
4314,0.811604
4315,0.300415
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0
4326,0.125931
4327,0.433867
4328,1.26273
4329,2.05823
4330,2.65867
4331,3.12401
4332,3.40548
4333,3.42639
4334,3.28748
4335,2.92114
4336,2.31681
4337,1.57957
4338,0.786548
4339,0.302724
4340,0
4341,0
4342,0
4343,0
4344,0
4345,0
4346,0
4347,0
4348,0
4349,0
4350,0.121164
4351,0.419871
4352,1.2591
4353,2.06105
4354,2.64373
4355,3.1757
4356,3.4183
4357,3.53419
4358,3.39898
4359,3.01004
4360,2.41282
4361,1.62273
4362,0.810092
4363,0.304808
4364,0
4365,0
4366,0
4367,0
4368,0
4369,0
4370,0
4371,0
4372,0
4373,0
4374,0.120818
4375,0.433352
4376,1.27063
4377,2.08692
4378,2.79375
4379,3.12145
4380,3.42394
4381,3.50733
4382,3.38176
4383,2.93716
4384,2.40787
4385,1.60741
4386,0.806781
4387,0.305505
4388,0
4389,0
4390,0
4391,0
4392,0
4393,0
4394,0
4395,0
4396,0
4397,0
4398,0.123815
4399,0.41104
4400,1.25211
4401,1.99762
4402,2.78892
4403,3.36183
4404,3.62785
4405,3.63098
4406,3.36214
4407,3.06389
4408,2.47729
4409,1.68862
4410,0.829051
4411,0.313985
4412,0
4413,0
4414,0
4415,0
4416,0
4417,0
4418,0
4419,0
4420,0
4421,0
4422,0.125749
4423,0.421093
4424,1.2415
4425,2.05077
4426,2.71714
4427,3.09789
4428,3.36985
4429,3.47941
4430,3.27153
4431,2.94092
4432,2.37083
4433,1.6372
4434,0.815341
4435,0.298477
4436,0
4437,0
4438,0
4439,0
4440,0
4441,0
4442,0
4443,0
4444,0
4445,0
4446,0.113705
4447,0.411185
4448,1.19843
4449,2.02184
4450,2.3933
4451,2.75928
4452,3.01348
4453,3.09696
4454,2.9518
